Hours,Attendance,Previous Marks,Assignments,Final Marks
8.5,99.8,57.3,43.7,66.4
4.9,91.3,40.5,49.7,57.2
3.2,92.2,62.5,93.7,66.7
6.6,62.5,58.7,81.2,69.8
7.4,78.8,87.0,55.0,70.4
2.5,53.4,49.6,43.9,37.6
2.5,54.7,93.0,81.4,64.8
1.3,99.9,92.5,74.3,59.6
7.6,66.3,49.9,64.3,63.0
7.0,87.4,55.9,61.8,75.9
5.3,90.3,88.7,53.0,70.9
8.6,92.9,93.0,80.2,85.0
8.3,99.9,61.6,98.2,77.9
6.3,62.1,54.3,50.5,60.0
8.8,52.0,66.6,75.8,65.9
2.9,70.6,76.3,65.5,55.7
2.0,56.5,51.4,66.8,45.4
3.4,51.1,79.2,55.2,60.7
1.5,68.0,38.1,89.5,47.0
5.8,89.2,38.0,69.1,56.3
9.4,78.3,58.2,72.6,82.8
1.4,65.6,56.2,58.3,42.1
2.1,82.7,53.9,50.9,41.5
5.1,61.6,64.5,45.2,55.4
9.4,50.7,54.2,82.8,78.9
3.8,88.2,46.5,51.8,53.5
5.6,81.2,53.6,81.4,64.2
1.4,88.1,93.5,63.4,68.3
2.3,51.9,59.7,64.9,38.9
9.9,91.9,61.7,68.2,75.3
9.7,81.0,69.6,62.1,72.3
1.0,78.2,94.0,46.0,56.1
9.6,81.2,49.5,58.6,74.3
6.8,93.2,75.9,79.8,84.9
8.8,79.3,78.0,79.9,83.3
5.1,79.0,71.4,57.2,61.6
5.6,99.5,40.3,67.6,61.7
5.4,87.8,75.6,51.6,67.5
7.0,72.1,38.8,52.6,50.1
2.3,85.4,70.8,41.4,66.1
1.3,69.5,79.4,93.8,58.9
3.8,61.4,47.7,52.6,48.8
7.3,79.8,85.5,53.7,78.3
2.8,96.4,36.8,56.8,52.2
7.1,96.5,85.6,47.6,76.3
9.7,67.1,62.6,78.4,74.8
1.8,76.4,48.1,44.5,45.7
7.1,60.6,43.0,48.1,59.0
5.0,99.8,92.2,78.7,72.9
8.8,99.1,39.4,60.4,78.6
2.6,82.5,46.9,82.5,53.5
7.2,90.2,55.9,73.4,74.7
8.5,85.8,72.2,55.4,83.8
9.5,79.7,67.7,79.0,81.5
7.1,52.7,42.5,47.0,56.8
5.5,72.7,52.4,72.2,64.4
6.6,83.7,49.3,66.2,60.9
8.8,83.9,47.8,56.1,70.6
6.1,68.7,59.7,76.2,65.1
1.3,97.1,77.2,92.3,56.2
9.4,58.4,48.0,99.9,85.6
7.2,75.0,57.0,76.5,61.7
7.1,84.5,58.5,64.3,62.5
2.9,84.9,93.6,53.5,69.8
6.9,82.4,92.3,55.4,80.2
4.5,63.8,83.0,68.8,58.6
6.9,57.8,49.5,62.0,62.9
2.0,81.8,39.1,94.8,56.6
6.9,80.0,54.0,62.1,65.5
10.0,59.0,51.0,62.4,84.5
1.4,85.3,65.4,63.0,42.4
9.8,72.8,81.7,90.2,90.4
4.7,83.4,86.5,79.0,76.8
8.8,91.9,85.7,76.9,90.9
8.0,58.5,56.6,60.0,64.7
6.1,51.0,76.2,89.1,66.3
7.6,89.0,53.8,42.3,69.1
8.9,80.5,38.7,92.2,76.8
4.6,85.0,77.1,70.8,69.9
3.9,91.9,35.6,63.9,57.5
7.0,90.1,59.6,69.8,65.8
8.3,98.0,54.8,80.0,76.0
7.9,76.8,76.6,40.8,67.4
8.2,74.4,81.0,92.3,79.8
4.9,70.1,53.2,66.8,62.2
8.4,57.7,83.7,60.6,75.7
2.1,78.6,52.6,48.3,59.1
5.9,63.9,61.8,66.4,62.9
1.1,96.1,78.6,69.8,57.4
3.9,79.2,76.6,64.2,62.6
4.3,79.6,94.2,80.7,68.1
4.6,67.7,48.5,65.3,53.7
7.3,52.6,74.7,97.7,78.8
4.5,51.6,71.6,76.0,59.5
5.0,71.2,89.9,88.4,68.0
3.1,54.2,44.4,46.6,37.4
4.4,80.3,80.1,63.8,62.8
3.0,94.0,69.1,60.2,59.4
1.7,94.1,51.5,74.2,57.3
6.4,83.0,63.5,91.7,65.1
7.0,60.6,55.0,44.7,58.2
6.6,93.1,69.8,44.4,70.0
5.2,94.3,88.3,91.0,68.0
4.4,59.8,69.2,52.8,51.9
8.8,86.9,72.9,80.1,78.7
5.7,64.3,66.1,72.6,59.6
5.3,90.1,38.1,90.0,62.5
1.2,99.9,49.0,47.5,45.2
4.1,51.5,64.5,47.8,48.4
4.4,94.9,53.6,73.4,63.6
4.6,81.1,45.9,96.8,69.2
6.2,98.7,65.2,64.9,78.9
5.8,73.3,54.4,59.6,50.6
6.5,92.4,50.5,76.4,70.7
7.9,53.1,62.8,95.8,70.6
8.3,66.8,43.0,90.2,69.6
7.5,53.4,90.7,99.7,77.1
9.6,98.8,87.1,41.4,86.3
1.2,90.8,77.5,46.8,53.4
2.8,92.6,41.4,76.6,49.3
1.1,96.9,81.6,89.2,56.6
6.8,54.3,83.5,57.1,66.0
9.1,69.3,81.1,54.4,79.4
3.2,53.6,41.8,87.2,50.5
9.3,60.5,73.6,43.4,77.5
1.5,61.5,85.1,62.2,49.9
9.4,73.5,69.6,70.3,80.4
4.2,63.4,73.8,73.6,65.4
1.9,55.0,62.5,83.7,54.8
5.4,58.4,66.7,61.3,59.5
3.3,57.4,37.1,76.8,44.6
3.6,98.7,73.3,75.1,66.6
3.8,88.0,39.9,72.9,48.1
8.2,98.4,61.1,78.4,77.5
5.9,72.0,52.6,55.6,62.9
3.8,63.9,67.7,45.1,56.4
6.5,89.9,43.0,47.2,59.4
7.4,66.3,76.5,53.5,71.2
3.5,65.0,82.7,70.0,56.4
4.7,61.6,44.8,90.4,59.3
2.1,56.5,41.3,82.1,43.0
2.6,62.8,43.7,87.3,46.5
7.1,67.8,87.6,61.1,72.0
2.6,83.7,66.7,64.3,55.2
5.7,53.1,63.0,63.6,56.8
7.4,60.5,41.4,51.5,61.4
2.0,90.5,74.0,43.7,51.9
6.1,57.3,87.1,75.5,78.2
3.3,67.1,84.7,99.4,72.6
9.7,93.2,72.6,50.0,77.4
5.4,57.7,39.5,42.8,49.1
8.3,54.1,41.7,86.8,62.1
6.0,74.2,38.0,55.2,53.9
1.4,65.1,50.4,89.8,56.5
6.7,78.2,43.1,82.2,62.8
9.6,90.2,50.6,96.7,83.1
6.4,56.9,58.1,64.5,63.6
8.4,79.0,91.6,79.7,79.6
9.0,75.3,71.6,67.9,73.9
3.1,57.2,85.1,77.8,53.5
2.9,81.2,77.6,67.0,55.3
6.5,63.7,41.8,51.3,41.5
4.7,74.4,79.2,70.5,68.4
8.6,54.1,51.5,71.7,77.4
9.1,73.0,73.3,88.6,82.5
4.2,65.3,55.5,84.1,49.9
3.1,91.1,94.9,79.8,66.3
8.0,52.8,50.8,46.8,58.5
3.5,70.9,51.7,83.2,49.3
8.4,72.9,90.8,70.0,86.0
4.8,86.3,36.5,93.6,63.1
7.0,78.7,76.8,95.2,71.8
1.9,83.4,78.5,43.3,57.0
6.6,88.9,85.2,89.2,87.5
5.1,93.1,93.5,42.3,80.4
6.3,65.7,93.5,62.0,86.9
2.5,76.9,38.9,72.5,42.2
7.6,92.0,84.3,48.9,91.7
8.8,99.5,73.8,84.8,83.8
3.0,94.5,73.8,40.5,54.7
1.9,68.6,42.7,50.1,42.3
1.2,59.8,74.0,74.8,46.7
6.8,74.5,93.9,82.9,81.3
6.5,87.1,89.7,95.0,74.7
5.9,74.6,61.3,82.3,65.1
3.1,74.2,37.4,80.3,55.4
4.5,91.9,56.7,63.7,60.4
6.4,68.1,84.6,40.1,68.1
5.5,93.0,77.1,47.2,70.4
9.9,70.3,62.6,72.1,84.2
2.2,66.4,38.3,80.5,36.3
7.3,72.7,60.6,65.0,70.9
4.6,88.1,63.1,83.8,63.9
4.9,56.3,90.7,71.3,67.1
7.5,59.8,73.5,44.5,72.2
7.2,97.6,53.7,51.5,62.6
9.9,58.8,66.5,90.4,74.9
2.2,78.4,39.0,83.5,37.9
1.9,79.0,93.4,93.7,61.8
7.5,74.5,56.6,47.1,71.8
6.2,82.2,63.7,99.4,71.6
3.5,61.5,56.3,52.6,42.6
1.7,77.6,76.0,40.7,47.9
1.8,68.6,74.7,99.8,50.0
9.0,83.1,77.9,56.9,74.4
2.7,57.1,51.1,80.1,50.2
3.9,78.5,53.9,50.6,47.2
3.0,59.3,42.5,74.8,51.9
4.2,63.9,74.3,94.2,63.5
1.6,60.9,37.4,59.2,38.3
5.7,59.1,70.9,80.2,63.7
1.6,91.3,87.2,51.3,61.6
8.2,64.3,88.4,77.5,83.6
3.1,96.4,61.9,60.2,59.4
5.9,98.5,62.6,52.7,69.9
8.9,78.6,39.6,58.8,66.5
6.9,57.2,75.2,50.7,68.5
5.8,68.7,84.3,94.1,71.8
3.9,89.9,49.7,63.8,56.1
4.0,68.4,60.3,54.7,52.6
7.0,54.4,85.3,66.9,68.7
9.9,77.8,87.6,59.2,81.9
7.0,92.3,49.6,84.7,72.9
6.0,89.8,68.0,98.3,80.7
7.6,58.8,46.5,66.3,68.1
5.2,83.6,41.1,91.7,54.7
1.5,61.0,89.7,74.0,61.9
6.1,60.9,84.2,49.4,64.6
9.6,93.7,80.6,81.4,91.7
2.6,62.5,37.9,70.8,39.1
7.2,63.2,85.6,79.0,76.1
2.8,50.0,61.3,93.4,53.8
5.8,93.5,55.5,66.4,58.2
1.9,89.6,67.8,94.1,62.1
5.1,81.4,40.5,85.0,65.8
7.8,87.5,80.4,69.3,78.4
4.1,57.6,69.9,76.2,65.1
7.0,72.9,46.2,59.5,60.9
8.2,67.6,46.3,99.0,75.2
9.3,54.7,46.1,80.0,58.2
3.1,74.3,38.4,42.6,55.7
4.6,96.0,70.3,59.6,72.8
2.4,52.0,85.4,77.4,54.6
9.9,64.6,36.0,43.4,55.0
9.3,60.4,37.9,41.4,63.7
5.9,61.9,69.4,67.0,56.7
8.6,95.4,84.2,60.0,85.7
5.7,73.4,54.6,66.3,63.0
6.6,73.3,56.0,55.8,58.2
1.8,88.0,70.8,49.9,58.2
7.8,57.7,51.5,81.3,70.5
2.1,74.4,36.6,70.9,48.7
8.4,71.5,79.1,52.0,75.3
8.0,79.8,72.5,59.2,67.5
7.4,100.0,69.8,75.5,83.1
1.3,88.5,79.5,44.3,51.4
3.7,69.9,75.5,48.8,50.0
3.4,91.4,47.4,44.4,57.8
4.2,58.5,56.1,88.7,67.0
1.8,51.5,42.6,85.1,41.9
9.4,60.2,42.8,85.2,81.4
6.0,67.0,75.6,83.0,70.0
3.7,75.5,86.5,80.2,64.1
4.6,80.8,92.8,68.6,67.2
5.0,95.5,72.7,78.5,78.4
6.4,75.5,46.0,42.3,53.7
5.6,75.1,41.3,77.3,62.3
9.3,52.5,83.8,86.7,78.4
5.5,51.7,69.7,70.0,58.7
9.9,77.6,72.1,61.5,86.2
8.7,71.9,81.9,56.6,76.0
2.9,92.0,77.2,78.6,61.5
9.4,58.0,85.1,81.6,87.9
2.0,51.2,38.4,92.3,50.6
8.4,72.5,79.9,60.5,80.2
4.4,61.9,86.1,86.2,63.3
8.9,52.5,52.2,73.7,65.8
8.8,86.2,73.4,93.0,84.4
8.3,55.6,53.8,71.7,68.7
8.1,80.4,92.5,71.1,77.9
3.7,64.1,37.0,74.7,51.7
1.7,58.7,69.8,85.0,51.8
4.6,69.0,45.0,97.9,49.5
2.6,90.1,77.7,44.4,52.4
7.3,69.6,45.6,43.2,57.1
4.1,87.5,49.1,96.3,60.7
9.8,56.3,64.7,71.8,85.2
6.8,88.6,89.9,76.9,81.2
8.4,61.8,47.7,68.9,62.2
2.2,83.9,43.7,45.6,45.5
8.8,78.3,80.5,86.1,81.8
9.3,96.5,65.0,84.8,85.7
5.4,69.4,89.7,58.7,71.4
6.5,53.3,43.8,58.4,61.4
7.9,51.0,73.8,90.3,73.4
2.6,91.3,49.0,44.3,56.9
5.5,76.2,44.4,92.9,66.3
4.6,88.8,76.0,55.4,61.4
2.3,61.7,70.6,75.6,64.0
4.3,67.3,80.3,96.2,68.7
1.6,51.5,53.6,80.7,39.9
1.2,98.1,61.9,64.9,60.4
2.2,83.4,59.3,81.4,64.8
9.7,96.7,94.0,60.6,90.4
5.9,63.3,52.5,56.6,55.0
9.7,80.6,52.7,99.8,80.0
4.9,83.9,56.3,85.0,67.1
3.8,65.9,68.9,78.7,65.3
5.6,92.4,50.1,61.3,65.2
5.0,97.4,89.9,42.9,70.9
2.0,94.2,50.9,41.9,54.9
6.8,87.0,88.7,73.3,77.2
2.9,63.9,41.2,85.7,53.3
6.6,64.1,74.4,72.2,67.6
6.9,98.2,89.4,90.4,86.3
2.4,50.5,45.1,42.0,37.8
1.6,85.8,93.1,62.0,59.7
8.0,85.3,62.2,54.2,70.0
5.1,81.1,91.7,66.8,78.3
1.5,99.5,75.6,44.3,50.8
10.0,65.6,53.1,97.2,74.9
1.5,67.0,46.3,53.4,51.2
7.3,53.9,53.2,95.3,71.5
9.9,72.1,40.6,65.6,59.2
3.2,63.1,43.6,99.1,48.9
2.3,67.2,41.3,73.2,35.8
2.1,91.7,60.4,95.8,53.4
3.7,96.8,82.7,40.3,47.5
1.9,59.3,43.5,84.9,43.6
7.2,68.6,42.8,94.2,60.2
1.6,96.4,73.6,48.4,54.5
5.6,53.1,46.8,45.8,43.0
10.0,54.6,40.9,65.5,68.4
8.3,58.1,45.0,96.0,66.5
6.5,79.8,90.4,72.5,84.2
3.8,57.5,84.3,71.6,67.9
6.6,98.4,56.2,48.5,70.8
5.7,72.3,74.3,40.0,61.1
4.8,75.1,67.2,88.6,75.2
2.2,62.3,75.6,45.3,41.9
9.0,73.5,76.0,78.0,73.7
5.0,83.1,72.7,94.9,69.7
2.8,87.6,51.0,52.5,61.8
4.3,87.7,37.3,79.9,54.8
4.7,78.9,62.3,44.7,56.7
8.4,95.2,88.5,76.2,79.2
7.6,90.9,69.2,49.8,77.7
7.9,87.9,84.9,84.2,88.1
1.1,52.8,94.5,58.1,55.4
4.7,50.3,44.8,67.8,47.0
5.3,60.6,76.5,76.0,61.5
1.2,83.2,75.5,50.3,44.6
3.3,70.6,93.8,84.5,66.9
7.8,70.1,94.1,58.2,72.9
2.2,94.2,76.2,79.7,55.5
5.8,94.8,49.6,49.5,59.4
2.9,95.5,82.9,81.3,63.9
1.1,65.7,41.4,47.7,33.9
3.2,84.6,81.8,65.5,64.8
9.8,63.6,89.6,54.8,82.5
8.2,59.5,58.0,84.9,69.3
9.6,59.2,72.8,55.7,76.6
5.4,67.1,60.8,92.9,59.5
2.0,71.5,61.3,93.5,54.2
5.9,91.5,53.6,51.8,63.6
5.1,56.0,80.7,76.8,57.3
8.6,86.7,91.2,45.3,86.6
1.9,76.6,91.4,63.5,54.5
5.4,64.4,45.5,82.8,58.3
2.4,74.6,87.5,79.6,67.3
3.9,65.0,79.2,77.5,66.7
7.6,79.8,50.2,57.0,66.3
5.3,71.7,39.0,62.7,52.2
4.4,58.2,51.1,46.2,54.0
4.6,55.8,89.7,83.1,70.0
5.1,77.3,73.0,70.2,62.6
8.1,95.1,78.3,82.5,79.3
9.0,67.2,50.4,54.9,57.9
9.6,86.7,78.2,59.5,84.1
8.1,82.9,36.7,60.1,64.5
3.8,96.6,57.5,41.5,61.8
7.2,91.0,72.6,60.5,76.1
4.9,78.3,43.8,88.2,65.9
3.3,82.9,84.4,93.8,64.0
8.6,94.9,49.1,71.1,80.2
1.3,70.0,74.1,67.3,48.2
9.1,66.3,59.3,41.8,73.1
5.2,50.5,70.8,92.8,56.2
6.7,91.3,41.4,40.8,61.4
6.9,90.0,36.0,96.7,57.5
9.1,55.2,89.6,69.4,78.8
6.7,78.8,51.2,60.5,65.8
6.5,73.2,84.2,95.5,74.4
1.6,55.9,95.0,41.5,46.3
5.7,99.0,47.7,74.9,69.5
2.4,60.7,50.9,72.9,46.2
7.6,53.4,74.8,53.2,65.3
5.6,79.7,92.9,65.7,73.5
7.1,86.9,89.9,79.1,94.2
1.4,51.6,65.2,83.6,53.1
1.8,82.9,82.7,40.0,59.5
7.4,76.6,43.1,96.2,70.8
1.6,55.2,93.6,49.9,53.0
1.6,58.6,92.9,54.0,41.3
1.1,78.4,44.8,55.8,37.9
9.6,64.8,53.0,42.3,66.4
7.6,96.9,41.0,47.4,56.0
4.2,90.9,51.3,99.2,57.4
3.7,99.2,84.0,58.9,56.9
4.1,63.0,57.7,46.9,51.1
8.0,98.5,40.3,46.4,70.8
7.0,71.6,55.5,83.2,73.5
2.7,67.4,93.9,91.3,66.9
2.6,52.5,72.8,55.4,44.9
1.9,52.6,60.0,41.3,31.7
6.9,84.6,45.0,53.4,53.8
7.9,72.9,94.2,43.4,70.7
3.4,61.3,84.3,46.2,51.9
1.2,80.7,51.9,65.9,45.0
1.7,62.6,39.2,53.8,33.2
9.7,78.9,38.4,71.0,73.6
3.7,68.0,42.2,55.2,46.3
7.9,91.2,69.8,96.4,81.3
6.6,91.0,90.7,94.4,88.4
4.4,73.9,64.8,74.0,54.8
2.9,67.5,85.6,61.3,60.6
2.1,68.1,61.8,62.9,48.9
6.5,90.3,77.5,64.7,72.1
8.0,66.4,78.9,83.7,81.9
6.8,60.5,45.4,67.1,64.0
5.8,54.2,56.7,91.4,57.1
1.4,73.3,73.2,96.6,55.1
9.7,74.1,39.2,60.2,71.0
8.2,92.0,56.7,73.6,73.8
3.6,61.1,67.1,45.7,54.7
9.8,69.0,94.8,52.0,85.7
6.4,90.4,63.5,64.8,78.4
6.2,91.2,84.0,52.4,65.3
7.7,69.2,60.9,92.6,72.3
8.3,73.0,82.8,49.5,71.4
6.9,65.2,70.7,67.3,71.5
2.2,96.6,88.2,76.3,56.8
4.0,55.9,59.7,81.5,57.0
9.4,96.7,71.3,63.0,79.9
3.0,84.2,72.8,92.1,59.3
4.3,76.6,60.0,74.1,52.3
4.9,51.6,43.7,66.4,48.2
5.0,73.8,40.6,44.0,56.5
6.5,70.4,36.0,67.9,57.7
9.5,58.1,87.4,89.2,87.6
3.2,82.8,49.2,76.9,62.4
2.1,98.6,47.7,89.9,56.2
2.8,78.1,79.2,69.6,56.8
9.0,85.7,54.2,47.1,74.3
6.8,53.4,65.4,40.8,57.5
3.6,70.9,44.8,58.2,46.4
8.3,55.8,92.6,81.9,72.7
8.8,80.6,86.1,87.4,90.5
8.6,96.9,86.8,57.7,82.2
9.3,83.1,59.4,69.7,78.4
3.3,53.8,80.7,65.3,51.1
7.8,67.7,43.6,64.6,65.8
5.1,77.5,35.5,53.9,48.3
8.6,70.2,36.2,48.2,61.5
7.6,91.7,70.2,51.8,78.2
8.0,90.7,62.3,43.3,75.3
6.9,80.6,66.1,51.9,67.8
2.6,68.7,35.4,40.6,30.7
5.9,62.8,60.4,77.6,77.9
9.9,55.3,78.1,59.0,86.7
9.4,67.7,61.6,98.4,83.3
1.4,70.7,78.9,51.6,46.7
2.5,83.8,49.0,60.7,48.7
2.2,82.9,83.8,61.5,55.9
7.5,53.5,70.3,40.5,70.4
8.4,69.8,47.6,90.4,72.5
2.9,59.1,49.2,41.9,39.1
5.6,57.8,72.7,96.4,65.1
8.6,91.4,84.8,93.5,93.5
7.6,52.1,59.9,72.1,73.8
5.9,71.0,50.5,72.6,68.5
6.3,58.4,87.0,79.2,75.5
5.6,94.0,75.2,63.2,69.2
3.7,77.9,61.9,78.8,42.7
6.1,61.6,64.3,42.7,60.9
7.2,75.1,47.3,43.2,60.9
8.9,86.6,72.6,67.4,81.1
6.7,97.9,56.5,73.0,71.2
7.9,61.0,94.7,93.3,75.6
2.4,94.3,63.8,46.3,56.1
5.2,96.7,64.2,89.4,73.4
1.1,95.8,69.0,52.6,55.0
3.2,81.8,90.0,63.6,68.8
7.5,81.5,83.0,59.0,79.3
9.9,70.2,62.1,64.0,74.9
1.9,87.6,78.1,49.0,54.6
4.6,76.6,70.2,70.2,63.5
8.2,83.9,64.5,88.1,78.6
2.8,71.4,46.5,66.5,53.0
6.0,86.6,62.8,69.4,70.8
7.6,91.2,49.7,90.9,83.8
6.5,57.3,89.9,82.4,84.6
2.7,91.6,55.1,69.4,55.1
4.2,77.0,92.1,55.5,46.9
8.1,92.2,67.0,93.1,87.0
6.0,71.6,72.9,74.6,65.7
1.0,69.0,67.6,53.3,41.6
7.8,95.8,42.8,56.1,65.7
1.3,62.6,57.5,88.2,45.3
7.7,92.2,40.9,42.6,67.1
2.8,74.2,72.4,99.5,53.5
9.6,75.7,61.8,47.8,69.1
4.3,65.4,81.7,87.8,67.5
3.9,78.7,48.2,63.7,56.5
2.3,66.3,44.9,69.5,48.4
3.8,52.0,59.4,92.8,51.5
8.9,63.6,90.6,64.8,75.9
10.0,50.3,77.6,72.2,76.6
4.3,98.9,60.1,43.0,60.5
5.0,98.3,66.0,40.1,70.4
7.5,69.8,40.1,54.7,50.2
9.0,86.4,94.1,80.8,88.0
6.3,67.3,75.0,47.3,58.4
4.5,83.6,52.1,46.8,46.9
4.7,90.3,70.1,64.7,70.1
7.3,97.3,41.6,78.9,72.0
1.0,70.0,93.0,82.7,60.1
6.6,89.2,45.5,50.7,66.8
4.2,63.3,73.9,44.8,53.9
8.1,99.5,49.7,96.4,75.5
1.8,51.3,78.1,55.6,59.3
6.3,80.2,81.6,91.2,75.0
5.3,83.0,75.4,91.8,75.2
6.8,84.4,71.9,86.4,75.2
1.6,56.0,88.5,50.1,41.6
6.2,96.9,39.7,89.3,56.2
6.1,59.1,54.9,86.2,59.7
6.0,81.1,49.9,75.8,68.8
6.4,61.1,94.3,60.2,75.9
7.1,65.4,58.4,55.8,68.4
8.2,77.3,79.0,47.3,70.0
3.4,70.9,76.1,70.6,67.6
8.4,58.0,47.7,75.1,61.8
5.5,58.5,49.3,61.6,56.0
1.7,70.9,51.9,68.5,45.9
1.5,87.9,59.7,61.8,49.1
4.0,94.9,49.1,78.5,66.2
8.1,54.2,36.2,94.1,60.6
7.4,69.7,87.8,49.8,66.9
8.1,55.0,92.9,62.9,76.8
5.7,50.8,55.5,48.5,52.0
5.0,83.1,55.3,77.5,79.2
2.3,80.1,35.4,83.7,50.6
4.0,58.2,75.8,95.9,60.7
4.9,61.7,84.5,56.7,58.1
1.8,51.2,43.8,97.0,34.8
3.0,91.7,44.6,43.8,43.7
6.4,98.7,82.4,76.2,78.9
7.6,56.8,72.0,43.4,73.2
10.0,61.6,37.7,93.6,78.3
9.4,93.4,72.4,71.8,85.2
6.8,96.3,53.5,80.2,69.5
4.8,71.0,57.1,89.9,63.0
6.7,52.5,81.2,49.0,63.1
8.1,52.0,83.7,42.3,78.8
2.1,78.7,59.0,92.7,53.7
4.7,69.6,91.8,58.9,66.3
8.6,51.4,59.4,47.7,54.3
4.5,79.2,81.3,68.1,65.2
6.1,50.6,64.0,75.9,66.2
6.3,89.4,88.9,41.9,67.5
2.7,65.3,89.5,56.5,54.1
4.3,52.0,40.2,42.0,47.8
4.0,79.4,91.2,65.2,59.6
1.2,69.9,84.5,93.7,62.9
1.2,98.7,82.5,99.0,60.9
8.5,77.2,47.1,78.2,69.1
3.5,63.8,83.3,49.7,51.8
5.7,85.5,86.0,94.4,78.9
3.7,63.6,52.3,71.0,64.3
9.5,95.2,92.1,49.2,91.2
3.3,68.7,38.0,95.3,46.7
4.9,77.5,44.0,85.4,64.3
8.9,52.5,67.3,83.9,72.8
8.6,71.3,69.5,82.6,84.5
2.7,91.6,73.7,52.0,61.7
8.2,90.3,36.0,52.7,50.7
5.1,61.2,92.6,81.3,65.0
5.3,61.3,37.7,53.2,54.8
2.2,90.9,43.6,66.3,49.7
1.7,96.5,35.8,86.9,43.9
7.6,54.8,69.0,87.0,68.1
5.5,72.5,90.9,67.2,61.6
4.9,66.9,75.0,87.5,65.7
7.6,93.5,84.4,90.3,95.2
7.9,54.2,35.8,79.3,65.1
2.4,60.6,67.5,53.7,59.8
6.5,87.6,62.6,56.4,71.9
2.2,52.6,64.9,58.9,51.7
7.8,74.6,39.3,47.0,70.9
6.9,72.1,76.1,56.4,71.7
9.6,66.7,65.2,52.6,73.5
1.6,69.7,80.9,67.3,59.1
1.5,76.5,64.1,94.5,61.2
3.5,58.1,44.0,46.3,41.6
